id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_pupuk,volume,satuan,tahun,jenis_pupuk_encoded,volume_normalized,volume_standardized,delta,cluster
215,32,JAWA BARAT,3279,KOTA BANJAR,NPK,1236.63,TON,2024,0,0.01760582028660658,-0.5962489483472619,170.3800000000001,0
216,32,JAWA BARAT,3279,KOTA BANJAR,PUPUK ORGANIK,0.0,TON,2024,2,0.0,-0.681172191119133,170.3800000000001,0
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,UREA,16006.27,TON,2022,4,0.22788021726700974,0.41802834022986757,3607.529999999999,0
218,32,JAWA BARAT,3201,KABUPATEN BOGOR,SP-36,851.17,TON,2022,3,0.012118051521757453,-0.6227196899262674,3607.529999999999,0
219,32,JAWA BARAT,3201,KABUPATEN BOGOR,ZA,384.86,TON,2022,5,0.00547922660416083,-0.6547426534132854,3607.529999999999,0
220,32,JAWA BARAT,3201,KABUPATEN BOGOR,NPK,9820.24,TON,2022,0,0.13981011346267305,-0.006785652220644536,3607.529999999999,0
221,32,JAWA BARAT,3201,KABUPATEN BOGOR,ORGANIK GRANUL,402.76,TON,2022,1,0.005734067731361575,-0.6535134045307446,3607.529999999999,0
222,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,UREA,30458.0,TON,2022,4,0.43362855040672077,1.4104737566143402,3274.590000000004,0
223,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SP-36,1588.95,TON,2022,3,0.02262177704277231,-0.5720540340290055,3274.590000000004,0
224,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ZA,433.54,TON,2022,5,0.0061722805746710135,-0.6513996458377497,3274.590000000004,0
225,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NPK,29429.91,TON,2022,0,0.4189917004366753,1.3398716066896796,3274.590000000004,0
226,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ORGANIK GRANUL,769.05,TON,2022,1,0.010948914462219732,-0.6283591266991309,3274.590000000004,0
227,32,JAWA BARAT,3203,KABUPATEN CIANJUR,UREA,36724.07,TON,2022,4,0.5228381784468757,1.8407843457441018,11964.87999999999,2
228,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SP-36,3470.17,TON,2022,3,0.049404582926157015,-0.4428647835924974,11964.87999999999,2
229,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ZA,2386.35,TON,2022,5,0.033974308597513894,-0.5172940866022976,11964.87999999999,2
230,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NPK,28102.12,TON,2022,0,0.40008804120282737,1.2486881221227013,11964.87999999999,2
231,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ORGANIK GRANUL,908.0,TON,2022,1,0.012927136508283619,-0.618816996407005,11964.87999999999,2
232,32,JAWA BARAT,3204,KABUPATEN BANDUNG,UREA,22491.17,TON,2022,4,0.32020531367953003,0.8633666686314959,12310.709999999992,2
233,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SP-36,4799.82,TON,2022,3,0.06833472285813863,-0.35155356701872986,12310.709999999992,2
234,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ZA,5982.44,TON,2022,5,0.08517160631345402,-0.27033935956227967,12310.709999999992,2
235,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NPK,13527.0,TON,2022,0,0.19258301271756886,0.24776912922332844,12310.709999999992,2
236,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ORGANIK GRANUL,1698.87,TON,2022,1,0.02418670088086761,-0.5645054844664977,12310.709999999992,2
237,32,JAWA BARAT,3205,KABUPATEN GARUT,UREA,53081.96,TON,2022,4,0.7557243866159149,2.964131720226008,10481.449999999997,2
238,32,JAWA BARAT,3205,KABUPATEN GARUT,SP-36,9225.53,TON,2022,3,0.1313432661577817,-0.047626244563430405,10481.449999999997,2
239,32,JAWA BARAT,3205,KABUPATEN GARUT,ZA,9376.82,TON,2022,5,0.1334971719753348,-0.03723668794669276,10481.449999999997,2
240,32,JAWA BARAT,3205,KABUPATEN GARUT,NPK,52707.13,TON,2022,0,0.7503879564645933,2.9383909739331147,10481.449999999997,2
241,32,JAWA BARAT,3205,KABUPATEN GARUT,ORGANIK GRANUL,827.17,TON,2022,1,0.011776365094225728,-0.6243678448525791,10481.449999999997,2
242,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,UREA,47347.28,TON,2022,4,0.6740801231893467,2.570313341358447,20409.329999999987,1
243,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SP-36,2150.19,TON,2022,3,0.030612114150601714,-0.5335119310772052,20409.329999999987,1
244,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ZA,597.55,TON,2022,5,0.008507280198815944,-0.640136567110067,20409.329999999987,1
245,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NPK,33532.71,TON,2022,0,0.47740299522322377,1.6216236913426738,20409.329999999987,1
246,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ORGANIK GRANUL,2767.12,TON,2022,1,0.039395306139649526,-0.4911454219651423,20409.329999999987,1
247,32,JAWA BARAT,3207,KABUPATEN CIAMIS,UREA,13351.19,TON,2022,4,0.19008001726655416,0.2356957076568756,7992.419999999998,0
248,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SP-36,122.6,TON,2022,3,0.0017454481673078984,-0.6727528663705571,7992.419999999998,0
249,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ZA,62.37,TON,2022,5,0.000887957603548072,-0.6768890485043803,7992.419999999998,0
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NPK,15470.65,TON,2022,0,0.22025463042057045,0.38124564266190497,7992.419999999998,0
251,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ORGANIK GRANUL,1715.11,TON,2022,1,0.024417908696830744,-0.56339023296636,7992.419999999998,0
252,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,UREA,15676.86,TON,2022,4,0.22319042867979202,0.3954067271350195,3319.0699999999997,0
253,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SP-36,443.92,TON,2022,3,0.006320059954578485,-0.65068681883212,3319.0699999999997,0
254,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ZA,526.54,TON,2022,5,0.007496315481356449,-0.6450130454982916,3319.0699999999997,0
255,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NPK,7138.94,TON,2022,0,0.10163662104013906,-0.19091889405063212,3319.0699999999997,0
256,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ORGANIK GRANUL,643.21,TON,2022,1,0.009157338627195052,-0.6370009523627588,3319.0699999999997,0
257,32,JAWA BARAT,3209,KABUPATEN CIREBON,UREA,28422.61,TON,2022,4,0.4046508363344792,1.2706971709699368,6485.220000000008,0
258,32,JAWA BARAT,3209,KABUPATEN CIREBON,SP-36,589.79,TON,2022,3,0.008396801587247352,-0.6406694705362409,6485.220000000008,0
259,32,JAWA BARAT,3209,KABUPATEN CIREBON,ZA,2914.38,TON,2022,5,0.04149183711124627,-0.48103261802978114,6485.220000000008,0
260,32,JAWA BARAT,3209,KABUPATEN CIREBON,NPK,20507.16,TON,2022,0,0.2919590933008959,0.7271185079918385,6485.220000000008,0
261,32,JAWA BARAT,3209,KABUPATEN CIREBON,ORGANIK GRANUL,522.73,TON,2022,1,0.007442072760985789,-0.6452746900928438,6485.220000000008,0
262,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,UREA,34279.29,TON,2022,4,0.488032005767667,1.6728936707129167,3838.519999999997,2
263,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SP-36,1466.41,TON,2022,3,0.02087718309153324,-0.5804692383902657,3838.519999999997,2
264,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ZA,2738.82,TON,2022,5,0.0389924008938517,-0.49308887131575163,3838.519999999997,2
265,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NPK,18486.8,TON,2022,0,0.263195360353896,0.5883740793700379,3838.519999999997,2
266,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ORGANIK GRANUL,1128.6,TON,2022,1,0.016067804254679397,-0.6036677057093228,3838.519999999997,2
267,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,UREA,16669.29,TON,2022,4,0.23731958956626328,0.4635599935316684,4253.800000000003,0
268,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SP-36,641.47,TON,2022,3,0.009132566361199001,-0.6371204435949164,4253.800000000003,0
269,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ZA,617.13,TON,2022,5,0.00878603937594391,-0.6387919473826842,4253.800000000003,0
270,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NPK,12858.76,TON,2022,0,0.18306932362032718,0.2018790022250549,4253.800000000003,0
271,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ORGANIK GRANUL,711.93,TON,2022,1,0.010135700764694226,-0.6322817354237528,4253.800000000003,0
272,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,UREA,70239.84,TON,2022,4,1.0,4.14241690552042,22043.569999999992,1
273,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SP-36,124.77,TON,2022,3,0.0017763423151305586,-0.6726038456959698,22043.569999999992,1
274,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ZA,301.7,TON,2022,5,0.0042952831327634005,-0.6604535102329556,22043.569999999992,1
275,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NPK,44810.99,TON,2022,0,0.6379711286358284,2.396138388939478,22043.569999999992,1
276,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ORGANIK GRANUL,2215.84,TON,2022,1,0.03154676889924579,-0.5290035406225233,22043.569999999992,1
277,32,JAWA BARAT,3213,KABUPATEN SUBANG,UREA,46785.12,TON,2022,4,0.6660766881017953,2.5317080591344707,17027.009999999995,1
278,32,JAWA BARAT,3213,KABUPATEN SUBANG,SP-36,264.0,TON,2022,3,0.003758550702848982,-0.6630424869297037,17027.009999999995,1
279,32,JAWA BARAT,3213,KABUPATEN SUBANG,ZA,169.35,TON,2022,5,0.0024110248542707387,-0.6695423979203456,17027.009999999995,1
280,32,JAWA BARAT,3213,KABUPATEN SUBANG,NPK,35560.02,TON,2022,0,0.5062656748648631,1.7608453981618852,17027.009999999995,1
281,32,JAWA BARAT,3213,KABUPATEN SUBANG,ORGANIK GRANUL,2426.85,TON,2022,1,0.03455090444397368,-0.5145128251641464,17027.009999999995,1
282,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,UREA,9052.83,TON,2022,4,0.12888454757300133,-0.05948609272068211,1636.7000000000007,0
283,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SP-36,80.72,TON,2022,3,0.0011492053512650372,-0.6756288967169712,1636.7000000000007,0
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ZA,8.78,TON,2022,5,0.0001250002847386896,-0.6805692411085905,1636.7000000000007,0
285,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NPK,5791.81,TON,2022,0,0.0824576194934385,-0.28343051679573,1636.7000000000007,0
286,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ORGANIK GRANUL,74.22,TON,2022,1,0.0010566652771418614,-0.6760752720095139,1636.7000000000007,0
287,32,JAWA BARAT,3215,KABUPATEN KARAWANG,UREA,52687.73,TON,2022,4,0.7501117599356719,2.9370587153676797,10945.399999999994,1
288,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SP-36,169.43,TON,2022,3,0.002412163809029178,-0.6695369040705913,10945.399999999994,1
289,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ZA,0.0,TON,2022,5,0.0,-0.681172191119133,10945.399999999994,1
290,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NPK,33182.82,TON,2022,0,0.47242163421784567,1.5975956527107062,10945.399999999994,1
291,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ORGANIK GRANUL,3659.97,TON,2022,1,0.05210675309055374,-0.4298306250502487,10945.399999999994,1
292,32,JAWA BARAT,3216,KABUPATEN BEKASI,UREA,24598.76,TON,2022,4,0.35021093442126294,1.0081014536792203,6355.550000000003,0
293,32,JAWA BARAT,3216,KABUPATEN BEKASI,SP-36,5.13,TON,2022,3,7.303547388490635e-05,-0.680819898003634,6355.550000000003,0
294,32,JAWA BARAT,3216,KABUPATEN BEKASI,ZA,0.0,TON,2022,5,0.0,-0.681172191119133,6355.550000000003,0
295,32,JAWA BARAT,3216,KABUPATEN BEKASI,NPK,13091.28,TON,2022,0,0.1863796956257304,0.21784687653613863,6355.550000000003,0
296,32,JAWA BARAT,3216,KABUPATEN BEKASI,ORGANIK GRANUL,266.47,TON,2022,1,0.003793715931015789,-0.6628728643185375,6355.550000000003,0
297,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,UREA,11081.54,TON,2022,4,0.1577671589229133,0.07983175646923109,2436.59,0
298,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SP-36,721.55,TON,2022,3,0.010272660074396525,-0.6316210999907895,2436.59,0
299,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ZA,760.78,TON,2022,5,0.010831175014066092,-0.628927053417489,2436.59,0
300,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NPK,8267.41,TON,2022,0,0.11770257449333599,-0.1134233361466728,2436.59,0
301,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ORGANIK GRANUL,281.75,TON,2022,1,0.0040112562898776535,-0.6618235390154523,2436.59,0
302,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,UREA,6114.58,TON,2022,4,0.08705287483570578,-0.2612648932304949,2987.91,0
303,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SP-36,100.0,TON,2022,3,0.0014236934480488567,-0.6743048789261674,2987.91,0
304,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ZA,2.41,TON,2022,5,3.431101209797745e-05,-0.6810066888952825,2987.91,0
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NPK,7858.22,TON,2022,0,0.11187696327326488,-0.14152369090906886,2987.91,0
306,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ORGANIK GRANUL,390.72,TON,2022,1,0.005562655040216494,-0.6543402289187777,2987.91,0
307,32,JAWA BARAT,3271,KOTA BOGOR,UREA,122.0,TON,2022,4,0.0017369060066196053,-0.672794070243715,-6.319999999999965,0
308,32,JAWA BARAT,3271,KOTA BOGOR,SP-36,3.0,TON,2022,3,4.2710803441465704e-05,-0.6809661717533441,-6.319999999999965,0
309,32,JAWA BARAT,3271,KOTA BOGOR,ZA,0.0,TON,2022,5,0.0,-0.681172191119133,-6.319999999999965,0
310,32,JAWA BARAT,3271,KOTA BOGOR,NPK,44.11,TON,2022,0,0.0006279911799343507,-0.6781430197108158,-6.319999999999965,0
311,32,JAWA BARAT,3271,KOTA BOGOR,ORGANIK GRANUL,10.91,TON,2022,1,0.00015532495518213028,-0.6804229673588804,-6.319999999999965,0
312,32,JAWA BARAT,3272,KOTA SUKABUMI,UREA,650.38,TON,2022,4,0.009259417447420154,-0.6365085660785231,31.38000000000011,0
313,32,JAWA BARAT,3272,KOTA SUKABUMI,SP-36,0.0,TON,2022,3,0.0,-0.681172191119133,31.38000000000011,0
314,32,JAWA BARAT,3272,KOTA SUKABUMI,ZA,0.0,TON,2022,5,0.0,-0.681172191119133,31.38000000000011,0
315,32,JAWA BARAT,3272,KOTA SUKABUMI,NPK,530.18,TON,2022,0,0.007548137922865428,-0.6447630753344678,31.38000000000011,0
316,32,JAWA BARAT,3272,KOTA SUKABUMI,ORGANIK GRANUL,0.0,TON,2022,1,0.0,-0.681172191119133,31.38000000000011,0
317,32,JAWA BARAT,3273,KOTA BANDUNG,UREA,22491.17,TON,2022,4,0.32020531367953003,0.8633666686314959,48138.03999999999,2
318,32,JAWA BARAT,3273,KOTA BANDUNG,SP-36,4799.82,TON,2022,3,0.06833472285813863,-0.35155356701872986,48138.03999999999,2
319,32,JAWA BARAT,3273,KOTA BANDUNG,ZA,5982.44,TON,2022,5,0.08517160631345402,-0.27033935956227967,48138.03999999999,2
320,32,JAWA BARAT,3273,KOTA BANDUNG,NPK,13527.0,TON,2022,0,0.19258301271756886,0.24776912922332844,48138.03999999999,2
321,32,JAWA BARAT,3273,KOTA BANDUNG,ORGANIK GRANUL,1698.87,TON,2022,1,0.02418670088086761,-0.5645054844664977,48138.03999999999,2
322,32,JAWA BARAT,3274,KOTA CIREBON,UREA,37.3,TON,2022,4,0.0005310376561222235,-0.6786106836711568,-9.350000000000001,0
323,32,JAWA BARAT,3274,KOTA CIREBON,SP-36,0.0,TON,2022,3,0.0,-0.681172191119133,-9.350000000000001,0
324,32,JAWA BARAT,3274,KOTA CIREBON,ZA,0.0,TON,2022,5,0.0,-0.681172191119133,-9.350000000000001,0
325,32,JAWA BARAT,3274,KOTA CIREBON,NPK,22.85,TON,2022,0,0.0003253139528791638,-0.6796030102830404,-9.350000000000001,0
326,32,JAWA BARAT,3274,KOTA CIREBON,ORGANIK GRANUL,0.0,TON,2022,1,0.0,-0.681172191119133,-9.350000000000001,0
327,32,JAWA BARAT,3275,KOTA BEKASI,UREA,60.47,TON,2022,4,0.0008609074280351436,-0.6770195274360468,-15.489999999999995,0
328,32,JAWA BARAT,3275,KOTA BEKASI,SP-36,7.05,TON,2022,3,0.0001003703880874444,-0.680688045609529,-15.489999999999995,0
329,32,JAWA BARAT,3275,KOTA BEKASI,ZA,0.0,TON,2022,5,0.0,-0.681172191119133,-15.489999999999995,0
330,32,JAWA BARAT,3275,KOTA BEKASI,NPK,48.0,TON,2022,0,0.0006833728550634513,-0.6778758812665094,-15.489999999999995,0
331,32,JAWA BARAT,3275,KOTA BEKASI,ORGANIK GRANUL,1.0,TON,2022,1,1.4236934480488567e-05,-0.6811035179972034,-15.489999999999995,0
332,32,JAWA BARAT,3276,KOTA DEPOK,UREA,8.94,TON,2022,4,0.00012727819425556778,-0.6805582534090818,-5.75,0
333,32,JAWA BARAT,3276,KOTA DEPOK,SP-36,0.0,TON,2022,3,0.0,-0.681172191119133,-5.75,0
334,32,JAWA BARAT,3276,KOTA DEPOK,ZA,0.0,TON,2022,5,0.0,-0.681172191119133,-5.75,0
335,32,JAWA BARAT,3276,KOTA DEPOK,NPK,3.44,TON,2022,0,4.897505461288067e-05,-0.680935955579695,-5.75,0
336,32,JAWA BARAT,3276,KOTA DEPOK,ORGANIK GRANUL,0.0,TON,2022,1,0.0,-0.681172191119133,-5.75,0
337,32,JAWA BARAT,3277,KOTA CIMAHI,UREA,57.23,TON,2022,4,0.0008147797603183606,-0.6772420283510988,38.928,0
338,32,JAWA BARAT,3277,KOTA CIMAHI,SP-36,7.89,TON,2022,3,0.00011232941305105479,-0.6806303601871081,38.928,0
339,32,JAWA BARAT,3277,KOTA CIMAHI,ZA,4.0,TON,2022,5,5.694773792195427e-05,-0.6808974986314144,38.928,0
340,32,JAWA BARAT,3277,KOTA CIMAHI,NPK,30.02,TON,2022,0,0.00042739277310426677,-0.6791106239988047,38.928,0
341,32,JAWA BARAT,3277,KOTA CIMAHI,ORGANIK GRANUL,2.14,TON,2022,1,3.0467039788245535e-05,-0.6810252306382035,38.928,0
342,32,JAWA BARAT,3278,KOTA TASIKMALAYA,UREA,1998.62,TON,2022,4,0.02845422199139406,-0.5439207161680832,562.6500000000001,0
343,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SP-36,17.26,TON,2022,3,0.0002457294891332327,-0.6799868930346271,562.6500000000001,0
344,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ZA,10.0,TON,2022,5,0.00014236934480488567,-0.6804854598998364,562.6500000000001,0
345,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NPK,1986.56,TON,2022,0,0.02828252456155937,-0.544748914018555,562.6500000000001,0
346,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ORGANIK GRANUL,120.85,TON,2022,1,0.0017205335319670433,-0.672873044333934,562.6500000000001,0
347,32,JAWA BARAT,3279,KOTA BANJAR,UREA,1530.41,TON,2022,4,0.02178834689828451,-0.5760741585867676,494.03999999999996,0
348,32,JAWA BARAT,3279,KOTA BANJAR,SP-36,13.8,TON,2022,3,0.00019646969583074223,-0.6802245020365038,494.03999999999996,0
349,32,JAWA BARAT,3279,KOTA BANJAR,ZA,28.17,TON,2022,5,0.00040105444431536296,-0.6792376692743746,494.03999999999996,0
350,32,JAWA BARAT,3279,KOTA BANJAR,NPK,1267.12,TON,2022,0,0.01803990441891667,-0.594155104859627,494.03999999999996,0
351,32,JAWA BARAT,3279,KOTA BANJAR,ORGANIK GRANUL,26.98,TON,2022,1,0.00038411249228358156,-0.6793193902894709,494.03999999999996,0
